"","FIPS","Employee_Capacity","Total_Employees_March_Snapshot","Total_Annual_Payroll","Year","Employee_Capacity_Change","Total_Employees_March_Snapshot_Change","Total_Annual_Payroll_Change"
"21163","45011",30154,16023,433304,2015,-1945,2326,9098
"21164","45013",370400,306141,10278242,2015,5635,29422,1277591
"21165","45015",295796,215298,8961311,2015,25553,31186,1282323
"21166","45017",23856,10549,393761,2015,360,1833,47373
"21167","45019",1316414,1109307,46130591,2015,20104,57012,2310337
"21168","45021",122069,80069,2330585,2015,2738,17218,572824
"21169","45023",46411,26114,939574,2015,-2889,5281,159073
"21170","45025",80180,47412,1626718,2015,1178,10030,401806
"21171","45027",37149,23290,584522,2015,1579,5118,119116
"21172","45029",54143,34488,1021316,2015,3009,6298,146629
"21173","45031",118345,78287,3369556,2015,344,9700,538096
"21174","45033",51479,27765,665986,2015,1642,5022,91425
"21175","45035",172816,128112,4139604,2015,6228,11022,316319
"21176","45037",32832,18643,652493,2015,2652,4781,187713
"21177","45039",62723,15948,785541,2015,28025,5628,338261
"21178","45041",382859,284688,9934613,2015,16461,31822,1135135
"21179","45043",134172,97754,3240101,2015,7173,14831,390540
"21180","45045",1465072,1235659,53648728,2015,-4240,79715,7173365
"21181","45047",156086,97142,3183824,2015,-171,9095,129623
"21182","45049",21011,12658,670352,2015,-173,2400,300335
"21183","45051",705369,589380,17675786,2015,20317,37783,1690802
"21184","45053",48251,32478,1103391,2015,2153,6078,231774
"21185","45055",100123,67352,2202357,2015,-831,8034,250086
"21186","45057",117700,79929,3270096,2015,4218,19318,1188861
"21187","45059",115246,74999,2637667,2015,6548,12190,386600
"21188","45061",12888,7037,180226,2015,378,1071,33813
"21189","45063",650365,494455,17709712,2015,15513,34361,2084962
"21190","45065",6837,2296,60078,2015,-813,377,1103
"21191","45067",35232,23576,596758,2015,465,5487,98720
"21192","45069",35223,18286,522704,2015,567,2089,58723
"21193","45071",83562,42789,1380919,2015,1434,5449,193156
"21194","45073",134079,86234,2805714,2015,-676,7871,298406
"21195","45075",171300,115187,3604299,2015,-8219,13361,461332
"21196","45077",201347,135677,3662873,2015,3586,11109,217887
"21197","45079",1072726,902045,37673150,2015,13329,75120,3504684
"21198","45081",25795,17080,511355,2015,844,9224,36166
"21199","45083",838773,654634,27153227,2015,24901,82131,3437500
"21200","45085",222610,144813,4508684,2015,13215,15774,376109
"21201","45087",45434,22548,626095,2015,-414,5063,128089
"21202","45089",48003,29993,957064,2015,773,7424,294253
"21203","45091",495922,376543,14647702,2015,24582,48253,2385148
"21204","46003",4410,1734,58081,2015,180,662,25415
"21205","46005",46572,29113,967708,2015,-1660,5896,203148
"21206","46007",4563,1525,38038,2015,-99,371,4102
"21207","46009",8190,3867,111572,2015,271,1042,12148
"21208","46011",91265,56551,1901072,2015,3471,11630,323011
"21209","46013",126583,85899,3059731,2015,657,9558,431093
"21210","46015",12260,6776,186558,2015,-930,809,34045
"21211","46017",1610,208,5418,2015,758,-4,-58
"21212","46019",17577,9760,281402,2015,1095,2813,23894
"21213","46021",1857,595,15347,2015,-243,282,4462
"21214","46023",17026,9351,244198,2015,286,1655,23299
"21215","46025",4592,2107,70703,2015,-264,964,17054
"21216","46027",23732,13803,311057,2015,2111,2049,41457
"21217","46029",92069,63426,2135360,2015,-2967,7674,215822
"21218","46031",1322,459,12232,2015,102,177,3214
"21219","46033",10296,5106,188523,2015,198,1818,29922
"21220","46035",74330,48798,1534869,2015,80,8240,215538
"21221","46037",10707,5658,161520,2015,252,1099,31216
"21222","46039",11526,3221,143386,2015,-1539,631,10241
"21223","46041",4152,1390,45861,2015,174,268,1303
"21224","46043",6210,2793,83175,2015,-150,608,13799
"21225","46045",6695,3222,124468,2015,-180,538,36622
"21226","46047",16965,6113,205852,2015,548,-278,-96293
"21227","46049",3078,971,28212,2015,12,44,4726
"21228","46051",20553,12119,404302,2015,300,2086,57351
"21229","46053",8355,3972,91591,2015,75,1251,15069
"21230","46055",5031,1723,51566,2015,243,887,18092
"21231","46057",8340,4743,174285,2015,174,1463,30445
"21232","46059",8276,3049,91178,2015,839,904,15227
"21233","46061",2444,1147,40688,2015,348,431,12144
"21234","46063",2597,798,41755,2015,-573,249,6845
"21235","46065",46369,30860,1018769,2015,917,5230,78964
"21236","46067",14374,8586,275220,2015,-15,1202,22233
"21237","46069",3360,859,33658,2015,300,264,397
"21238","46071",2352,1215,25724,2015,342,224,6133
"21239","46073",7374,2534,94200,2015,-453,283,11044
"21240","46075",2094,963,21923,2015,132,343,3449
"21241","46077",10176,4728,163289,2015,-105,962,32256
"21242","46079",25397,13489,428330,2015,-1773,1089,-5620
"21243","46081",67072,47836,1393894,2015,-472,8104,226031
"21244","46083",104544,73716,2992987,2015,5584,11333,424785
"21245","46085",4281,2520,54701,2015,-120,931,22424
"21246","46087",7332,4698,138925,2015,-30,883,20878
"21247","46089",2645,959,24236,2015,23,380,4474
"21248","46091",9630,4232,130915,2015,777,900,10340
"21249","46093",36352,23473,930624,2015,1334,4854,238376
"21250","46095",987,206,4162,2015,-72,206,181
"21251","46097",3778,1213,33795,2015,225,561,6860
"21252","46099",776827,670616,28738765,2015,13769,120156,6572323
"21253","46101",11400,4902,148912,2015,225,1270,15557
"21254","46103",335368,256161,9248215,2015,7769,27319,1156250
"21255","46105",6141,2260,57382,2015,399,621,8422
"21256","46107",5174,2268,76508,2015,-334,83,3501
"21257","46109",14868,8039,214854,2015,-327,1416,16725
"21258","46111",2843,787,22632,2015,122,767,2098
"21259","46113",11133,8070,248495,2015,27,822,9040
"21260","46115",9722,5719,189264,2015,236,1832,48685
"21261","46117",6663,3921,115467,2015,-39,1800,41970
"21262","46119",2286,925,35038,2015,-222,106,2887
"21263","46121",7281,3382,89587,2015,-1263,168,12522
"21264","46123",10769,5755,162697,2015,-201,1294,24397
"21265","46125",11003,6088,187648,2015,4,825,19710
"21266","46127",57585,38072,2005743,2015,3808,8565,693583
"21267","46129",13401,7173,196532,2015,-438,559,16430
"21268","46135",69960,44073,1569180,2015,-58,9798,310129
"21269","46137",2271,888,24923,2015,279,452,7284
"21270","47001",231697,170250,9646516,2015,-4028,6434,252744
"21271","47003",93710,56809,2135364,2015,203,18545,822752
"21272","47005",22419,13071,367220,2015,1167,1887,35526
"21273","47007",3234,1257,32453,2015,-579,265,-3005
"21274","47009",267535,195982,8150458,2015,-5091,37509,2387925
"21275","47011",250946,180544,6662009,2015,-2153,18837,677014
"21276","47013",52187,34239,992917,2015,2154,7282,211090
"21277","47015",12341,5603,158575,2015,2156,2110,31131
"21278","47017",41196,25757,726075,2015,-2115,2295,44803
"21279","47019",61754,37755,1001105,2015,93,4855,118033
"21280","47021",42240,24989,869759,2015,1568,5417,218053
"21281","47023",19991,10565,288123,2015,670,1362,40133
"21282","47025",45846,24485,761034,2015,-398,6651,171501
"21283","47027",7292,3113,77381,2015,-495,1284,27169
"21284","47029",42608,24423,709988,2015,1933,3475,68713
"21285","47031",136800,91650,3410724,2015,-1214,8600,310038
"21286","47033",12725,8177,264767,2015,-4708,357,29852
"21287","47035",98008,62625,1874919,2015,3775,8326,264462
"21288","47037",2742682,2490123,131678389,2015,50431,132993,15054402
"21289","47039",20256,8985,278906,2015,1150,902,4717
"21290","47041",25415,14509,491307,2015,-2243,1423,26343
"21291","47043",91615,58582,1815302,2015,1075,14243,300373
"21292","47045",84000,57285,1860142,2015,6360,8001,237431
"21293","47047",45322,27203,997809,2015,1225,4484,153947
"21294","47049",32534,16453,403966,2015,6740,6494,107075
"21295","47051",72278,38068,1349763,2015,-2151,5740,223609
"21296","47053",72376,49844,1469507,2015,-2329,6470,186413
"21297","47055",56443,30034,1023792,2015,-495,3528,115511
"21298","47057",15143,7899,226460,2015,-157,2114,39455
"21299","47059",144389,101304,3193230,2015,630,19961,464882
"21300","47061",10028,5166,117136,2015,-148,1249,16685
"21301","47063",183216,132044,4572708,2015,10677,16172,526523
"21302","47065",1200419,1015727,42047144,2015,11670,89362,5485012
"21303","47067",2781,1057,27152,2015,-21,254,5589
"21304","47069",34742,16533,502430,2015,1218,3296,109866
"21305","47071",44375,24377,828960,2015,1410,2226,75619
"21306","47073",59332,37132,1175556,2015,-2585,5135,101554
"21307","47075",33573,16304,539266,2015,4377,5838,178463
"21308","47077",43285,25983,780979,2015,-983,4309,93314
"21309","47079",58143,37144,1156232,2015,-412,3381,101186
"21310","47081",16554,8781,270532,2015,1050,1153,36090
"21311","47083",6477,3670,88219,2015,-741,816,14793
"21312","47085",28637,16894,703012,2015,1800,4788,223151
"21313","47087",7070,2424,76000,2015,309,974,20114
"21314","47089",71526,40126,1270121,2015,3886,7357,262704
"21315","47091",21084,8977,279797,2015,2850,414,-4955
"21316","47093",1405773,1237387,51155164,2015,43215,108292,5980195
"21317","47095",4425,1927,48918,2015,-54,402,7500
"21318","47097",30966,16144,509394,2015,1043,1066,23845
"21319","47099",53850,38322,1130249,2015,-4497,4453,116750
"21320","47101",13909,6884,181628,2015,519,861,9428
"21321","47103",56409,29340,911224,2015,5080,5299,119075
"21322","47105",82406,57113,1969508,2015,-2044,9286,305092
"21323","47107",108879,66788,2235706,2015,8148,11302,234378
"21324","47109",32718,16476,452705,2015,2907,2343,16162
"21325","47111",23463,13890,406164,2015,948,2916,72955
"21326","47113",335737,249213,9055301,2015,4322,17566,729331
"21327","47115",37631,22824,689368,2015,1430,3795,115683
"21328","47117",55161,29462,951704,2015,492,3135,114300
"21329","47119",171836,121469,4396028,2015,9354,17291,634871
"21330","47121",9186,3689,110965,2015,60,689,6424
"21331","47123",75631,48618,1519553,2015,2168,6555,172904
"21332","47125",283329,215172,6714748,2015,4911,13959,714937
"21333","47127",6516,1722,65201,2015,-528,1209,48651
"21334","47129",9447,4602,137405,2015,-1665,-3,-13748
"21335","47131",59580,39724,1254551,2015,-3828,-673,19885
"21336","47133",22773,13355,439632,2015,-381,2183,109648
"21337","47135",11768,4413,115889,2015,1527,1034,18076
"21338","47137",5283,1964,53629,2015,516,679,13930
"21339","47139",10510,5879,155846,2015,2,1751,16805
"21340","47141",185893,140066,4655268,2015,4307,21236,957738
"21341","47143",52949,28821,850374,2015,-586,3753,70652
"21342","47145",56329,37169,1032607,2015,-1777,6280,142929
"21343","47147",129946,75489,2640733,2015,5471,15802,532242
"21344","47149",686714,538543,21846378,2015,-11216,87302,4884531
"21345","47151",23126,12024,347904,2015,-91,794,39048
"21346","47153",13037,7269,188725,2015,365,1450,46758
"21347","47155",249239,204274,5423504,2015,4574,19001,711678
"21348","47157",2840603,2423303,119201174,2015,-15641,110002,6752282
"21349","47159",24177,12531,405340,2015,876,512,17669
"21350","47161",8324,4888,133313,2015,-2088,764,7984
"21351","47163",410765,299437,11915170,2015,846,48159,2413881
"21352","47165",291922,225679,8996627,2015,4816,25849,1015615
"21353","47167",59385,39032,1179017,2015,-1944,3572,192293
"21354","47169",7323,3918,89027,2015,549,1569,14729
"21355","47171",25268,11859,387168,2015,2360,1374,21965
"21356","47173",11211,5604,145208,2015,-81,1114,26368
"21357","47175",3204,641,19424,2015,120,43,65
"21358","47177",70646,41373,1273824,2015,6653,5424,122022
"21359","47179",343825,253133,9233785,2015,12870,19231,1056253
"21360","47181",19025,10722,343767,2015,858,3005,81044
"21361","47183",50887,30661,813819,2015,-609,3683,99302
"21362","47185",37022,20562,705146,2015,1923,2966,117524
"21363","47187",752972,646358,39411159,2015,50879,75650,5155856
"21364","47189",247011,191893,7381047,2015,2135,30964,1541115
"21365","48001",76781,53219,1979353,2015,-303,6464,226839
"21366","48003",40991,28271,1545015,2015,1497,3739,7483
"21367","48005",209327,150216,4911698,2015,9364,20258,398205
"21368","48007",28116,20416,580878,2015,1312,2693,101846
"21369","48009",8381,5438,212979,2015,-1969,262,-46250
"21370","48011",2337,624,18941,2015,159,160,5232
"21371","48013",83729,62515,2677148,2015,9398,9856,-105127
"21372","48015",50895,33792,1258727,2015,10,5997,207806
"21373","48017",9279,4382,122285,2015,63,765,9852
"21374","48019",20448,15850,424390,2015,1141,7762,157400
"21375","48021",92606,63390,1991816,2015,5692,14063,371205
"21376","48023",5685,2709,64947,2015,-1650,815,13840
"21377","48025",37980,24703,838377,2015,880,2736,-94473
"21378","48027",597617,484356,18178439,2015,10304,98261,2806656
"21379","48029",4677165,4151838,180822521,2015,141872,354161,17365765
"21380","48031",14318,8275,284374,2015,1394,1667,19662
"21381","48033",147,17,620,2015,-27,17,-58
"21382","48035",16569,10149,306911,2015,-507,1197,11906
"21383","48037",217121,168267,5583840,2015,-4598,20397,805073
"21384","48039",570982,479759,22956318,2015,19707,65161,4324638
"21385","48041",438476,348854,11986904,2015,24746,29215,1026790
"21386","48043",17811,11085,273700,2015,40,2544,57188
"21387","48045",1035,294,8491,2015,-33,62,-11
"21388","48047",10821,5690,140020,2015,-84,1944,39568
"21389","48049",88215,57285,1565303,2015,2480,3660,151735
"21390","48051",20801,13014,482618,2015,204,2323,83220
"21391","48053",75591,53826,1847021,2015,556,7289,180425
"21392","48055",44477,27261,853915,2015,2490,5483,125845
"21393","48057",65349,33953,1924903,2015,5265,10056,620565
"21394","48059",9755,5476,177046,2015,-153,730,10706
"21395","48061",719143,584255,15483123,2015,36170,60487,1969044
"21396","48063",17637,8321,283054,2015,316,1513,49390
"21397","48065",4392,1945,66328,2015,-621,471,662
"21398","48067",37851,23032,690081,2015,-1069,2998,58617
"21399","48069",7136,3997,136319,2015,-522,870,19927
"21400","48071",77267,52164,2884984,2015,9453,16397,832540
"21401","48073",68467,43972,1441234,2015,-1855,5734,163078
"21402","48075",8244,4737,114295,2015,-6,794,15658
"21403","48077",5435,2561,66849,2015,-271,616,9749
"21404","48079",2058,548,15209,2015,-141,136,1358
"21405","48081",1659,632,15633,2015,-249,169,1526
"21406","48083",10733,5491,128742,2015,-414,919,8779
"21407","48085",2544711,2184422,131954234,2015,123784,214901,15371605
"21408","48087",3270,1180,31154,2015,-210,528,6392
"21409","48089",41117,25636,848644,2015,-1258,2893,49744
"21410","48091",294113,229816,8969065,2015,13421,31153,1279198
"21411","48093",15433,9624,296733,2015,-1639,960,22509
"21412","48095",4161,1413,35158,2015,-737,279,846
"21413","48097",93999,65491,2712265,2015,-456,8483,142778
"21414","48099",63439,42543,1084538,2015,-978,8247,187834
"21415","48101",900,212,5039,2015,-147,59,1118
"21416","48103",7239,3671,189359,2015,-1856,-29,-42890
"21417","48105",8956,6251,284154,2015,-517,1673,21036
"21418","48107",4701,2009,67357,2015,665,714,10170
"21419","48109",3831,2198,48547,2015,-708,187,7294
"21420","48111",12150,7137,243020,2015,774,1177,29768
"21421","48113",9386024,8399159,505570509,2015,284845,544437,48635014
"21422","48115",18315,12772,471057,2015,-942,3778,18873
"21423","48117",35510,21538,827747,2015,-342,2157,113926
"21424","48119",6324,1772,23017,2015,-10,1559,18627
"21425","48121",1374736,1155100,48843997,2015,76811,149949,7015743
"21426","48123",39252,25527,1113038,2015,819,2446,36980
"21427","48125",1596,638,14309,2015,-45,37,1018
"21428","48127",44496,33093,1607103,2015,6600,11883,276953
"21429","48129",3473,1818,29166,2015,353,391,-1186
"21430","48131",16974,10664,398399,2015,-1551,1278,-27370
"21431","48133",38249,22843,885388,2015,318,4817,119933
"21432","48135",439214,351900,17251720,2015,15702,18142,-1714917
"21433","48137",1194,385,9191,2015,-48,133,2104
"21434","48139",267741,202333,7623368,2015,13752,36232,1448158
"21435","48141",1536960,1320429,41473578,2015,41423,86308,3036896
"21436","48143",83638,54583,1775238,2015,1510,6876,267554
"21437","48145",12018,6610,170092,2015,-54,1052,10651
"21438","48147",32147,19675,618511,2015,1272,1986,38669
"21439","48149",49919,33831,1111362,2015,-841,6149,77308
"21440","48151",3701,1273,44010,2015,-19,323,3886
"21441","48153",7424,4168,130547,2015,354,718,11407
"21442","48155",1128,300,7439,2015,-96,-51,227
"21443","48157",1054142,888788,40104916,2015,64835,101970,6463652
"21444","48159",37803,12464,220302,2015,-808,4025,53500
"21445","48161",28571,19156,662457,2015,1903,6138,48637
"21446","48163",43391,29229,1318139,2015,4668,12976,208120
"21447","48165",28112,18191,846226,2015,2111,2610,89567
