"","FIPS","Employee_Capacity","Total_Employees_March_Snapshot","Total_Annual_Payroll","Year","Employee_Capacity_Change","Total_Employees_March_Snapshot_Change","Total_Annual_Payroll_Change"
"27018","39139",178452.5,216703,7343439,2017,-97587.5,4599,531918
"27019","39141",73456.5,107701,4166445,2017,-79020.5,3932,222773
"27020","39143",78210,104012,3679437,2017,-81336,1004,115143
"27021","39145",70612,101906,3441004,2017,-52996,11777,688274
"27022","39147",53994.5,81494,2717529,2017,-64965.5,3010,175246
"27023","39149",66484.5,111084,5052424,2017,-102023.5,4512,195709
"27024","39151",696834.5,817249,31418288,2017,-246932.5,14331,875318
"27025","39153",1342626.5,1449847,67465338,2017,-347043.5,-1110,1321734
"27026","39155",277680,332986,12429544,2017,-187419,-4982,-120380
"27027","39157",126681.5,157249,5436995,2017,-81550.5,-2458,-55349
"27028","39159",54758,100418,5202997,2017,-100437,4507,233053
"27029","39161",28480.5,38148,1268951,2017,-40698.5,420,63128
"27030","39163",3365,5654,169543,2017,-8551,-806,-6877
"27031","39165",349084.5,440220,21614178,2017,-178398.5,23897,990627
"27032","39167",76468.5,109077,4756546,2017,-73532.5,1166,319431
"27033","39169",156070,201710,7926456,2017,-113007,3171,237079
"27034","39171",46921,67633,2384903,2017,-61815,-2786,-28584
"27035","39173",216027.5,291948,12220651,2017,-137719.5,11612,812355
"27036","39175",20888,32256,1299207,2017,-34380,-362,124324
"27037","40001",7084,10073,282175,2017,-12953,-332,-1102
"27038","40003",2121.5,3441,124983,2017,-6583.5,-881,-62125
"27039","40005",6230.5,8328,214578,2017,-9385.5,-470,-12090
"27040","40007",3057,4365,197298,2017,-6501,6,12961
"27041","40009",34648,42130,2023660,2017,-22059,-453,222004
"27042","4001",18999.5,31260,1109692,2017,-23164.5,-2200,-35495
"27043","40011",5546.5,8476,290040,2017,-9132.5,107,11744
"27044","40013",34829.5,46202,1424440,2017,-35342.5,-2556,-30762
"27045","40015",14871,20840,697294,2017,-14527,451,37775
"27046","40017",133926,144435,5448175,2017,-46145,10348,936157
"27047","40019",73827,94640,3494103,2017,-71381,-2224,63383
"27048","40021",28583.5,39762,1086178,2017,-35524.5,883,55146
"27049","40023",11080,14641,413348,2017,-9529,1580,45842
"27050","40025",748,1004,25085,2017,-1766,68,1472
"27051","40027",367671,390363,13248210,2017,-104891,15132,858894
"27052","40029",1001,2379,91278,2017,-4591,-229,20840
"27053","4003",111129.5,138526,4953198,2017,-68329.5,-3978,-145436
"27054","40031",115498.5,166041,5592053,2017,-99838.5,-5581,214850
"27055","40033",973,2099,63203,2017,-8009,-2233,-62377
"27056","40035",9952.5,15418,565832,2017,-17370.5,-824,20720
"27057","40037",59540,77386,3059736,2017,-54273,-4086,51138
"27058","40039",42343,47906,1954886,2017,-25450,-110,189352
"27059","40041",26029,35726,1046700,2017,-25040,784,42764
"27060","40043",2699.5,4355,208447,2017,-4094.5,16,58036
"27061","40045",2230,3443,143549,2017,-3749,351,42890
"27062","40047",83863,107934,3979664,2017,-63940,2598,225436
"27063","40049",23647,33017,1388824,2017,-28787,-1501,60482
"27064","4005",233830.5,272391,9347920,2017,-113990.5,10273,621533
"27065","40051",42013.5,52235,1830255,2017,-33938.5,-2066,52778
"27066","40053",1535,2723,109609,2017,-5143,-484,-32161
"27067","40055",987,1738,46751,2017,-3555,-67,1118
"27068","40057",516.5,930,32061,2017,-2630.5,38,3496
"27069","40059",1246.5,1536,46314,2017,-2677.5,-169,-5570
"27070","40061",5680,8608,265765,2017,-9152,296,27949
"27071","40063",4797.5,8561,202270,2017,-10586.5,-468,4356
"27072","40065",18079.5,27825,840667,2017,-25509.5,1381,91143
"27073","40067",1535.5,2466,98164,2017,-3975.5,56,3253
"27074","40069",5043.5,6083,240792,2017,-8009.5,-1068,-38287
"27075","4007",39928,55390,2057981,2017,-40771,-5120,-519038
"27076","40071",53559.5,68300,2384115,2017,-47402.5,-1442,19828
"27077","40073",18148,26636,1373680,2017,-19217,3069,302454
"27078","40075",2722.5,4868,136501,2017,-6116.5,-342,-1127
"27079","40077",3144,8519,340010,2017,-8604,3426,166402
"27080","40079",28422,35372,989259,2017,-26331,-1287,-78285
"27081","40081",17239,25466,933787,2017,-18108,1386,112005
"27082","40083",25285.5,31288,1025734,2017,-21813.5,967,76966
"27083","40085",4426.5,12595,382986,2017,-38374.5,2593,121834
"27084","40087",28056,35903,1192665,2017,-28526,800,96970
"27085","40089",26244,38489,1194925,2017,-32395,2203,116740
"27086","4009",22097,31323,1042453,2017,-23128,3335,121692
"27087","40091",9812.5,13875,396818,2017,-11829.5,-1303,-59637
"27088","40093",5622,8529,359750,2017,-7169,216,22950
"27089","40095",7619,15807,478217,2017,-17895,895,40703
"27090","40097",35039.5,44885,1589917,2017,-34534.5,1294,27675
"27091","40099",10718.5,13738,462813,2017,-13185.5,1563,80414
"27092","40101",81138,115159,4554858,2017,-72817,5134,868625
"27093","40103",5886,9433,358970,2017,-22411,-82,24698
"27094","40105",2855.5,4810,132606,2017,-6204.5,-58,9938
"27095","40107",3536.5,7681,242181,2017,-15239.5,312,17778
"27096","40109",2057557,2215656,104099301,2017,-462070,22015,3621105
"27097","4011",1349,5216,257460,2017,-26763,-285,-26002
"27098","40111",22472,28181,806691,2017,-23297,-2160,-10178
"27099","40113",18124,25837,824517,2017,-18145,3749,111418
"27100","40115",22471,43060,1218106,2017,-43494,4014,158743
"27101","40117",6186,7886,307101,2017,-13274,-786,15184
"27102","40119",96435.5,121666,3917073,2017,-58313.5,5731,461297
"27103","4012",12128.5,17154,433281,2017,-13458.5,-12,13414
"27104","40121",37060.5,50113,1724208,2017,-34803.5,-962,73280
"27105","40123",41020,57895,2037675,2017,-45572,1433,133179
"27106","40125",67155.5,86187,2596393,2017,-58763.5,-560,42783
"27107","40127",4452,7641,195510,2017,-9603,-1810,-38223
"27108","40129",1153,1440,46007,2017,-2076,141,6900
"27109","4013",10021743.5,9936948,490758333,2017,-976287.5,299199,29540835
"27110","40131",95307.5,127545,6120434,2017,-91906.5,794,883471
"27111","40133",15819.5,21585,685555,2017,-20080.5,-291,1125
"27112","40135",23632.5,30347,706548,2017,-25866.5,-2745,-36971
"27113","40137",43863,60198,2215100,2017,-34350,-41,97025
"27114","40139",13952,23760,910002,2017,-35028,-1379,-50865
"27115","40141",1945,3361,107258,2017,-5697,-24,6937
"27116","40143",1728884,1945660,93184774,2017,-513736,9964,3875890
"27117","40145",28480,35702,1215975,2017,-29822,-2142,-22239
"27118","40147",56916,77909,3054817,2017,-72941,-606,9144
"27119","40149",3638.5,5067,177804,2017,-6593.5,-61,10537
"27120","4015",215287.5,239213,8160958,2017,-77094.5,2998,609304
"27121","40151",6446.5,10958,441933,2017,-13845.5,-801,-163034
"27122","40153",26217.5,34999,1561375,2017,-25121.5,732,50864
"27123","4017",77500.5,102031,3656456,2017,-49808.5,-866,82961
"27124","4019",1754309.5,1842071,73258028,2017,-388858.5,22616,5399217
"27125","4021",236289,267062,9413399,2017,-96745,16130,1019168
"27126","4023",50970.5,63524,2176218,2017,-23775.5,4705,249663
"27127","4025",316855,343850,11798715,2017,-89757,6978,451308
"27128","4027",199330.5,236079,7587463,2017,-80459.5,14153,546641
"27129","41001",13621,16894,515743,2017,-15088,-1021,-7151
"27130","41003",108297,143411,6356623,2017,-77007,9424,905548
"27131","41005",778070,846970,41276678,2017,-198083,29910,2298107
"27132","41007",61851.5,74607,2441246,2017,-40769.5,861,124728
"27133","41009",31694,41320,1328135,2017,-25653,2384,84586
"27134","41011",69330.5,96760,3595767,2017,-50630.5,3761,200546
"27135","41013",13301.5,18729,699310,2017,-15551.5,404,115354
"27136","41015",21685.5,25077,750034,2017,-15397.5,1827,88190
"27137","41017",360495,377547,15292793,2017,-103069,18565,1187329
"27138","41019",130059,169916,7166239,2017,-71211,8616,885577
"27139","41021",1643,1568,72078,2017,-3835,-240,2540
"27140","41023",3351.5,5291,170511,2017,-7611.5,271,14798
"27141","41025",3520,5696,168855,2017,-5921,388,19206
"27142","41027",37785.5,51724,1683045,2017,-36041.5,2692,90252
"27143","41029",371868,416083,16282348,2017,-122161,20703,1664237
"27144","41031",10816.5,16012,491196,2017,-15626.5,777,20655
"27145","41033",99537,118509,3883482,2017,-51807,6065,256922
"27146","41035",62699.5,78933,2726153,2017,-57829.5,-2060,7181
"27147","41037",2996,4340,145587,2017,-4583,376,12374
"27148","41039",683351,712200,28261773,2017,-184757,2005,628810
"27149","41041",63951,73370,2188913,2017,-32897,2268,63307
"27150","41043",158278,186061,7069693,2017,-84867,2732,515946
"27151","41045",25785,39257,1185593,2017,-34277,455,72265
"27152","41047",538420.5,611594,24018068,2017,-174806.5,13665,1639061
"27153","41049",5300,11303,530163,2017,-20339,-1363,-32728
"27154","41051",2324497,2591899,137759976,2017,-618198,45512,5683112
"27155","41053",59120,69592,2374955,2017,-36311,1574,214102
"27156","41055",606,1368,35422,2017,-2673,6,-941
"27157","41057",22781.5,32484,1103723,2017,-26477.5,870,67913
"27158","41059",75067.5,108719,3761388,2017,-70166.5,2991,187032
"27159","41061",25390,32154,1080652,2017,-24697,1039,81786
"27160","41063",6143.5,7406,253318,2017,-7972.5,-442,-1585
"27161","41065",24653.5,34411,1193069,2017,-21828.5,1967,115145
"27162","41067",1342774.5,1608626,108123828,2017,-442057.5,79900,9186847
"27163","41069",190,248,5571,2017,-830,-59,-1112
"27164","41071",113870.5,153989,5666716,2017,-80348.5,10737,382192
"27165","42001",116995.5,140341,4973107,2017,-88534.5,-2024,264603
"27166","42003",3771682.5,4215800,222864369,2017,-752684.5,100598,7787937
"27167","42005",53061,68887,2383414,2017,-39458,-337,195135
"27168","42007",198242.5,245504,9227792,2017,-119730.5,-3581,107699
"27169","42009",44015,57037,1744607,2017,-42859,-4006,-132303
"27170","42011",698160,792919,35151616,2017,-355567,-19459,-505008
"27171","42013",228602,284261,10510710,2017,-124104,-5940,67013
"27172","42015",59152.5,79176,3049543,2017,-63483.5,-1171,45754
"27173","42017",1416919.5,1486082,69380034,2017,-268545.5,32404,2686332
"27174","42019",370340,460427,20831840,2017,-187767,10682,1516778
"27175","42021",182335.5,231086,7687610,2017,-134531.5,-1213,-363
"27176","42023",2520,6382,242466,2017,-7905,-13,10414
"27177","42025",43062,61487,1787549,2017,-49990,135,104377
"27178","42027",218821,248210,9326512,2017,-91658,2203,308554
"27179","42029",1241686,1443379,101176494,2017,-392852,10241,1374575
"27180","42031",41009,52425,1626680,2017,-34512,-288,36396
"27181","42033",99557.5,125861,4131173,2017,-73594.5,-4141,-32688
"27182","42035",29676,47925,1698013,2017,-39804,471,88939
"27183","42037",79347,101434,3412591,2017,-71108,-4140,-139321
"27184","42039",105067.5,133152,4545148,2017,-81102.5,-3518,83626
"27185","42041",580373,702095,31499743,2017,-212068,21249,1068477
"27186","42043",644867,778076,38463689,2017,-349189,13343,1944438
"27187","42045",1026050.5,1208709,63873845,2017,-365851.5,6960,1976523
"27188","42047",59145.5,68100,2699150,2017,-36914.5,765,150910
"27189","42049",531006.5,638770,23508651,2017,-242220.5,3013,981923
"27190","42051",140323.5,174921,5952024,2017,-99286.5,-14457,-25710
"27191","42053",1434.5,2497,68076,2017,-6125.5,-427,-13305
"27192","42055",222979,266595,9702258,2017,-104838,10699,598855
"27193","42057",5318,12602,490263,2017,-36182,182,35204
"27194","42059",41563.5,59219,2722612,2017,-39180.5,3376,410314
"27195","42061",30727,43675,1319450,2017,-32849,1987,96068
"27196","42063",96675,123420,4508243,2017,-74126,-5550,-72971
"27197","42065",49471.5,69086,2371822,2017,-42589.5,4256,134558
"27198","42067",14497,24145,723131,2017,-23441,1218,35826
"27199","42069",404137,490891,18686551,2017,-225952,-30801,200662
"27200","42071",1191461,1342104,56514037,2017,-355737,70653,4212940
"27201","42073",104872,131290,4645173,2017,-76422,944,192311
"27202","42075",172822,235729,8691326,2017,-130488,10505,762984
"27203","42077",791557,1008325,52061149,2017,-366916,35665,3884450
"27204","42079",609648.5,764550,29954240,2017,-285167.5,14980,1299900
"27205","42081",174830.5,220815,8122886,2017,-129382.5,-4976,114633
"27206","42083",43603.5,53234,1734062,2017,-42034.5,-2517,-44337
"27207","42085",184129.5,246079,8679824,2017,-111002.5,2921,446052
"27208","42087",47993,62785,2113072,2017,-44367,3082,133116
"27209","42089",209967.5,258679,8102340,2017,-115041.5,17327,666640
"27210","42091",2683961,2991970,188869556,2017,-641808,81603,6976004
"27211","42093",24083.5,39016,2190038,2017,-62482.5,1087,69255
"27212","42095",483167,616584,27156385,2017,-207502,39536,2286966
"27213","42097",94051.5,119136,3950652,2017,-68790.5,5253,246006
"27214","42099",23043.5,32796,870400,2017,-18677.5,-477,12303
"27215","42101",3257538.5,3728783,210018399,2017,-633684.5,89049,7632257
"27216","42103",28438.5,46166,1320043,2017,-31211.5,3917,152178
"27217","42105",9960,17508,639401,2017,-20222,669,44517
"27218","42107",172367.5,210523,7473557,2017,-102593.5,1646,108669
"27219","42109",51933,71323,2049711,2017,-51721,971,92777
"27220","42111",75708,99437,3304101,2017,-47220,8079,361590
"27221","42113",2115,2957,79448,2017,-6093,-1129,-15023
"27222","42115",25250.5,30907,979558,2017,-22147.5,-2938,-28819
"27223","42117",34250.5,46162,1630353,2017,-41211.5,-3832,-56464
"27224","42119",42742,62018,2257102,2017,-72817,-2383,611
"27225","42121",53838.5,68611,2303193,2017,-51246.5,-3800,-33583
"27226","42123",43512,56997,2000704,2017,-55320,605,157174
"27227","42125",366670.5,467932,24306202,2017,-182382.5,15579,603246
"27228","42127",50221,62123,2176909,2017,-37545,541,86831
"27229","42129",636828,706298,27581436,2017,-207662,11723,300326
"27230","42131",19519.5,36409,1585896,2017,-50757.5,1791,141001
"27231","42133",814121,932404,39902062,2017,-287301,16273,1852803
"27232","44001",48747,67373,2277405,2017,-58098,-742,-43425
"27233","44003",331477.5,387933,16807262,2017,-154949.5,11966,1279967
"27234","44005",140294.5,168362,7248583,2017,-72149.5,2642,358105
"27235","44007",1323374,1578817,78677421,2017,-490918,6136,3689617
"27236","44009",181030.5,215301,9336224,2017,-123837.5,-2633,45772
"27237","45001",10246,14027,453424,2017,-20891,-2345,-3693
"27238","45003",185638.5,220632,8518964,2017,-136589.5,-10210,306353
"27239","45005",2924,4540,187821,2017,-7375,232,13482
"27240","45007",255096,308936,11372615,2017,-134551,17628,1019842
"27241","45009",8987.5,11511,317471,2017,-12005.5,-350,-6218
"27242","45011",11089,17491,498501,2017,-16973,2582,89244
"27243","45013",306242.5,319768,11207080,2017,-76435.5,1477,479863
"27244","45015",202005.5,247628,10899010,2017,-105461.5,14167,933174
"27245","45017",6151,9839,398201,2017,-18868,-1320,11434
"27246","45019",1072859,1187346,52408879,2017,-298644,32589,3318584
"27247","45021",57164.5,85475,2768616,2017,-58729.5,6325,345391
"27248","45023",21225,28650,1085247,2017,-27530,543,73833
"27249","45025",35688,52986,1845073,2017,-44854,4048,178659
"27250","45027",14387,23253,578211,2017,-21953,244,-21352
"27251","45029",32201.5,37826,1124732,2017,-23196.5,2345,74255
"27252","45031",60894.5,78228,3022051,2017,-55820.5,3529,-63000
"27253","45033",18259.5,25462,712566,2017,-30838.5,-2815,22518
"27254","45035",124838,154525,5301198,2017,-57074,17264,727139
"27255","45037",8957.5,18405,681394,2017,-25227.5,-996,3989
"27256","45039",8614,15037,768197,2017,-39365,-1406,1321
"27257","45041",232382.5,286415,10209766,2017,-144677.5,4096,331496
"27258","45043",86188.5,99679,3590815,2017,-50167.5,740,260383
"27259","45045",1237693,1337438,59202226,2017,-262990,44303,2655633
"27260","45047",79686.5,98718,3357059,2017,-71922.5,1764,189492
"27261","45049",8441,12582,455300,2017,-13993,-299,14476
"27262","45051",656132.5,655408,20405346,2017,-74756.5,33025,1857860
"27263","45053",28129,40669,1418038,2017,-24463,7560,208796
"27264","45055",47389.5,66194,2195904,2017,-59827.5,-1079,32335
"27265","45057",67447,90491,3931180,2017,-66067,-237,119303
"27266","45059",54929.5,72267,2635114,2017,-58674.5,-3569,-13511
"27267","45061",4295.5,6474,165222,2017,-7557.5,-455,-9853
"27268","45063",494204.5,534570,19012243,2017,-182267.5,15402,783458
"27269","45065",1381,2695,68989,2017,-5828,350,6681
"27270","45067",16932.5,24189,658569,2017,-17219.5,1286,63022
"27271","45069",11740,16608,533377,2017,-22730,-569,14736
"27272","45071",31910.5,45292,1493418,2017,-57930.5,-810,17329
"27273","45073",70564,88325,2983051,2017,-68245,695,61559
"27274","45075",84299.5,114052,3635753,2017,-82519.5,2190,138660
"27275","45077",116770.5,131890,3958512,2017,-71720.5,-474,119588
"27276","45079",766656,932824,41197759,2017,-314888,12636,2299864
"27277","45081",4978,17960,560359,2017,-21720,640,38750
"27278","45083",545424,674279,29690087,2017,-302670,4279,1456244
"27279","45085",109778.5,140598,4738442,2017,-110701.5,-7379,46110
"27280","45087",16667.5,25478,777210,2017,-30606.5,1630,127570
"27281","45089",15472.5,28953,906310,2017,-30644.5,-494,-12649
"27282","45091",361285,446990,18465714,2017,-165709,39664,2321459
"27283","46003",881,1741,64589,2017,-3631,-229,1692
"27284","46005",18712,27163,955864,2017,-27937,-1143,-1225
"27285","46007",895.5,1634,43181,2017,-3580.5,79,6085
"27286","46009",2498.5,3283,95632,2017,-4812.5,-537,-16819
"27287","46011",36772,53263,1865876,2017,-56323,-522,33172
"27288","46013",58435.5,85567,3106569,2017,-65421.5,1523,73596
"27289","46015",4381.5,6514,197948,2017,-7755.5,95,10633
"27290","46017",70.5,204,5732,2017,-961.5,-52,-1051
"27291","46019",7143,9911,300406,2017,-9417,200,20865
"27292","46021",392.5,761,22597,2017,-1758.5,52,3400
"27293","46023",5969,9547,248748,2017,-10827,243,2258
"27294","46025",1456,2128,68590,2017,-3511,-169,-3783
"27295","46027",11519.5,13596,319117,2017,-13357.5,-50,-13836
"27296","46029",45153.5,62564,2123353,2017,-48910.5,-2983,-57884
"27297","46031",223.5,395,11894,2017,-1102.5,0,-249
"27298","46033",5040.5,5668,199608,2017,-5003.5,543,3461
"27299","46035",34788.5,44195,1457080,2017,-38334.5,-3322,-89677
"27300","46037",3473,5396,155289,2017,-7228,-302,-6781
"27301","46039",1888.5,2746,118205,2017,-9534.5,-300,-9910
"27302","46041",917,1386,45818,2017,-3220,-123,58
"27303","46043",1851,2658,87871,2017,-4449,170,9383
"27304","46045",1680.5,3085,102232,2017,-4844.5,-64,-20013
"27305","46047",4304,6073,235200,2017,-13188,-226,18241
"27306","46049",653.5,1113,28495,2017,-2394.5,111,1426
"27307","46051",7814.5,13148,489159,2017,-14541.5,1161,77568
"27308","46053",2827,3757,97848,2017,-5408,-233,-7068
"27309","46055",821,1784,56746,2017,-4188,221,9603
"27310","46057",3125,4685,174243,2017,-5314,-66,-1028
"27311","46059",1947,3405,110068,2017,-6282,48,9074
"27312","46061",704,1098,39618,2017,-2133,-21,1969
"27313","46063",302,786,34267,2017,-2097,1,-1209
"27314","46065",20959.5,31218,1100067,2017,-26439.5,-443,22092
"27315","46067",5801.5,8558,272199,2017,-9185.5,-189,-19585
"27316","46069",387.5,925,35927,2017,-2780.5,51,5661
"27317","46071",543.5,953,23799,2017,-1223.5,26,-280
"27318","46073",663,2272,83189,2017,-7041,-166,-4546
"27319","46075",479.5,837,22951,2017,-1470.5,-66,-267
"27320","46077",2365.5,3723,153407,2017,-6609.5,-604,-2271
"27321","46079",10337.5,14190,479020,2017,-14764.5,272,22674
"27322","46081",40285,47996,1433472,2017,-25771,331,30420
"27323","46083",70799.5,95649,4197882,2017,-39863.5,18199,993037
"27324","46085",1358,2687,58388,2017,-2764,17,1001
"27325","46087",2893.5,3947,122585,2017,-4960.5,-905,-23758
"27326","46089",770,857,25225,2017,-1756,-78,-666
"27327","46091",2011,3717,117556,2017,-6052,-187,-2012
"27328","46093",17574,24659,933899,2017,-18957,744,14990
"27329","46095",61,221,4680,2017,-1013,23,605
"27330","46097",759,1359,43220,2017,-2961,123,6280
"27331","46099",482040,682848,29908754,2017,-334264,-3322,277117
"27332","46101",2401.5,4723,149947,2017,-8425.5,26,-4500
"27333","46102",1867,8248,269752,2017,NA,NA,NA
"27334","46103",224934,277068,10844678,2017,-120667,13171,1201975
"27335","46105",1645.5,2175,60769,2017,-4291.5,-47,2340
"27336","46107",1278.5,2009,75353,2017,-3811.5,-149,-1257
"27337","46109",5166.5,7179,211398,2017,-9671.5,-1197,-17676
"27338","46111",404.5,746,22472,2017,-2337.5,-129,-2419
"27339","46115",3252.5,4613,169861,2017,-6257.5,-861,-14971
"27340","46117",2534.5,4143,129575,2017,-4161.5,309,12436
"27341","46119",503,810,30265,2017,-1975,-197,-5069
"27342","46121",896,2639,74975,2017,-5152,-122,3032
"27343","46123",3612.5,6196,190601,2017,-6997.5,415,21726
"27344","46125",4489.5,5621,192692,2017,-6034.5,-119,8904
"27345","46127",20746.5,41273,2126782,2017,-34797.5,990,3599
"27346","46129",3949,7240,202137,2017,-9734,-97,-3425
"27347","46135",30451,43871,1753944,2017,-39153,-251,133421
"27348","46137",325,868,25493,2017,-1850,1,2177
"27349","47001",106990,181361,10141552,2017,-133717,2429,202105
"27350","47003",42119,61922,2319576,2017,-57324,1387,13059
"27351","47005",9552.5,13663,389648,2017,-13208.5,-688,-499
"27352","47007",1469,2405,63880,2017,-1752,1130,28736
"27353","47009",136351.5,204185,8571880,2017,-161350.5,439,5600
"27354","47011",142571,183896,7050795,2017,-118342,-3126,2365
"27355","47013",23323.5,32621,992470,2017,-29595.5,-1707,10380
"27356","47015",5030.5,6089,182458,2017,-6144.5,420,11919
"27357","47017",14846.5,24607,692916,2017,-27873.5,-1197,-21692
"27358","47019",32587.5,38093,1112804,2017,-29456.5,135,86512
"27359","47021",20356,27140,955892,2017,-22615,549,50787
"27360","47023",7735,10945,301094,2017,-12790,64,6358
"27361","47025",13543,25671,821893,2017,-33380,612,52278
"27362","47027",1720,3525,90530,2017,-5811,200,6294
"27363","47029",17979,24901,731371,2017,-24158,-12,-1290
"27364","47031",69829.5,89366,3278672,2017,-63752.5,-7672,-260115
"27365","47033",4855,7119,230730,2017,-8114,-1040,-23819
"27366","47035",48728.5,66714,2136953,2017,-51411.5,1420,140483
"27367","47037",2217679.5,2628555,144675720,2017,-605773.5,60998,8595444
"27368","47039",5913,9567,319101,2017,-13112,786,35006
"27369","47041",10259,13752,468729,2017,-19801,-2494,-110537
"27370","47043",47071,63653,2016731,2017,-47671,1719,94194
"27371","47045",36476.5,57887,1928687,2017,-50417.5,-1594,6066
"27372","47047",19065.5,28854,1082347,2017,-26773.5,293,45557
"27373","47049",8533,11855,362910,2017,-16457,-734,-9613
"27374","47051",25299,42377,1616588,2017,-49688,1857,155000
"27375","47053",40689.5,51907,1724478,2017,-38072.5,692,206182
"27376","47055",24555,35290,1241281,2017,-35408,1581,45412
"27377","47057",6062.5,9065,260684,2017,-11352.5,-251,5070
"27378","47059",73231.5,104210,3345557,2017,-71551.5,356,48749
"27379","47061",2904,4431,112099,2017,-6707,-583,-6236
"27380","47063",96985,132632,4719651,2017,-93033,-194,223831
"27381","47065",855967.5,1060040,45490245,2017,-377300.5,22849,2385420
"27382","47067",764.5,1145,31756,2017,-1851.5,101,5259
"27383","47069",9350.5,17590,558235,2017,-28886.5,680,37004
"27384","47071",17607,27543,983888,2017,-26336,2489,110399
"27385","47073",30788.5,43497,1457172,2017,-30909.5,5746,254983
"27386","47075",12594.5,16305,531874,2017,-22000.5,22,45301
"27387","47077",21136.5,28344,822455,2017,-24740.5,454,-16628
"27388","47079",26880.5,37229,1216540,2017,-35575.5,-543,32247
"27389","47081",7199.5,9492,297078,2017,-9154.5,575,18014
"27390","47083",1668.5,3454,100091,2017,-5366.5,-336,7022
"27391","47085",10550,17713,853907,2017,-17509,1421,168650
"27392","47087",1773,2339,64328,2017,-4816,-172,-8963
"27393","47089",33453.5,44743,1436148,2017,-45746.5,1698,125323
"27394","47091",5979,10603,367461,2017,-15600,1386,69966
"27395","47093",1069329,1271418,53667381,2017,-367639,5852,919941
"27396","47095",1503,2024,50095,2017,-2901,93,-3919
"27397","47097",9515,17606,569553,2017,-20308,1003,58031
"27398","47099",27032.5,39575,1203572,2017,-30033.5,-295,27587
"27399","47101",5453,7269,198480,2017,-8814,-182,4758
"27400","47103",18711.5,30088,982201,2017,-39649.5,-428,35882
"27401","47105",44400,60550,2125302,2017,-42090,-2909,-132457
"27402","47107",51800.5,70511,2435690,2017,-53881.5,2654,164379
"27403","47109",13303.5,17632,491539,2017,-19371.5,38,18297
"27404","47111",10218.5,14007,431531,2017,-13850.5,1306,77189
"27405","47113",205886.5,262406,9753969,2017,-133361.5,6644,398872
"27406","47115",18727,25305,812704,2017,-22849,353,43823
"27407","47117",18387.5,29569,994911,2017,-39389.5,284,-12011
"27408","47119",94828,142913,5747786,2017,-95189,14324,675684
"27409","47121",1565,3962,128171,2017,-7440,255,13876
"27410","47123",37832.5,54564,1761870,2017,-39209.5,6119,151356
"27411","47125",200185.5,230340,7118286,2017,-84882.5,6959,216776
"27412","47127",521,1847,75870,2017,-6699,-65,1338
"27413","47129",3258,4650,146966,2017,-5988,-288,1059
"27414","47131",25350.5,41513,1357801,2017,-35600.5,-816,36833
"27415","47133",9788,15024,506699,2017,-13828,772,39397
"27416","47135",1625,4507,127555,2017,-9720,170,6246
"27417","47137",1238,2614,78477,2017,-3523,443,22121
"27418","47139",4425.5,5988,164920,2017,-5011.5,672,4693
"27419","47141",115836,149468,5072417,2017,-78462,4393,292732
"27420","47143",20656.5,31834,876501,2017,-32149.5,2956,53613
"27421","47145",27591,40566,1176238,2017,-31826,624,93205
"27422","47147",57453,82001,2909839,2017,-75541,4793,141538
"27423","47149",493339,594682,24565865,2017,-223860,32363,1394939
"27424","47151",9364,14239,408309,2017,-17540,868,44856
"27425","47153",5348,6353,156532,2017,-7579,-991,-35090
"27426","47155",201326,227003,6138314,2017,-68872,6382,265493
"27427","47157",2411249.5,2475190,126123843,2017,-485731.5,26596,2216656
"27428","47159",7988,13456,446823,2017,-18826,368,19671
"27429","47161",3841.5,4981,151660,2017,-4668.5,613,38139
"27430","47163",252907,307970,12851589,2017,-161808,11510,626608
"27431","47165",206296.5,250625,10186829,2017,-103816.5,5416,718772
"27432","47167",29745,40047,1272474,2017,-32280,1304,43139
"27433","47169",1922,4492,115456,2017,-5926,497,14942
"27434","47171",7247,11598,392964,2017,-16918,376,7927
"27435","47173",3662.5,6215,177550,2017,-7992.5,510,19579
"27436","47175",222,978,27348,2017,-2859,327,6382
"27437","47177",27298.5,44637,1425464,2017,-46260.5,-440,19038
"27438","47179",220154.5,267789,9709963,2017,-115822.5,3674,112707
"27439","47181",6859.5,9284,288690,2017,-10842.5,339,23379
"27440","47183",20696,31644,891147,2017,-30231,978,45493
"27441","47185",16359,23296,798605,2017,-20754,1081,54434
"27442","47187",644685,729782,45252180,2017,-158175,40967,4010801
"27443","47189",176109.5,215124,7903539,2017,-93874.5,7718,67414
"27444","48001",37103,50834,1738845,2017,-35895,1222,13078
"27445","48003",19048,25894,1575514,2017,-15477,1431,302272
"27446","48005",110952,145545,4874211,2017,-91690,1086,17477
"27447","48007",17841.5,21210,565996,2017,-9880.5,689,-25634
"27448","48009",3732,5024,186814,2017,-4374,-54,-1808
"27449","48011",308.5,641,23656,2017,-1662.5,76,5069
"27450","48013",45185.5,54787,2668976,2017,-28493.5,3289,519455
"27451","48015",21609,33060,1338603,2017,-27851,112,105821
"27452","48017",2957,4716,147369,2017,-7120,-35,21294
"27453","48019",9002.5,13271,372016,2017,-11520.5,466,19045
"27454","48021",57010,70488,2273095,2017,-42785,-255,160664
"27455","48023",1396,2472,62076,2017,-5543,-398,-2268
"27456","48025",16573,21054,694579,2017,-18136,-846,-9033
